Using_curved_screen True Player_screen_cm 180 Screen_width_cm 121 Camera1_display 0 Camera2_display 0 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.1 SpeedThreshold 10 StopWinodow 0.1 TargetChangeTime 2 TargetChangeTimeRRange 2 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.1 
Line_#	VR_Velocity	VR_Orientation	DeltaTime	TotalTime
0	(5.3259, -19.6294, -5.1393)	(0.0214, -0.0350, -0.0069, -0.9991)	1	3
1	(5.8766, -18.6564, -5.4111)	(0.0208, -0.0334, -0.0063, -0.9992)	4	7
2	(6.0601, -17.6774, -7.4467)	(0.0202, -0.0318, -0.0052, -0.9993)	10	18
3	(6.4832, -18.1325, -8.5922)	(0.0195, -0.0300, -0.0041, -0.9994)	12	30
4	(6.3639, -16.6329, -9.6044)	(0.0189, -0.0287, -0.0030, -0.9994)	10	40
5	(7.1547, -15.8136, -10.9091)	(0.0180, -0.0273, -0.0017, -0.9995)	11	52
6	(7.4593, -14.6009, -11.2442)	(0.0172, -0.0261, -0.0005, -0.9995)	12	63
7	(8.9887, -14.6064, -11.3656)	(0.0161, -0.0247, 0.0006, -0.9996)	11	75
8	(9.8440, -12.9338, -10.3157)	(0.0151, -0.0237, 0.0014, -0.9996)	11	85
9	(10.6975, -13.0490, -10.0672)	(0.0139, -0.0224, 0.0024, -0.9996)	12	97
10	(10.2057, -12.3600, -9.4145)	(0.0131, -0.0213, 0.0031, -0.9997)	11	108
11	(10.1481, -13.3545, -7.7451)	(0.0121, -0.0198, 0.0035, -0.9997)	10	118
12	(9.6001, -11.3845, -7.2458)	(0.0113, -0.0192, 0.0041, -0.9997)	12	130
13	(8.7478, -10.4430, -6.1756)	(0.0107, -0.0184, 0.0045, -0.9998)	12	142
14	(7.3464, -8.9853, -4.2593)	(0.0102, -0.0178, 0.0046, -0.9998)	10	152
15	(6.2537, -7.6311, -3.8696)	(0.0098, -0.0173, 0.0050, -0.9998)	11	163
16	(5.0346, -6.4129, -4.0776)	(0.0095, -0.0169, 0.0055, -0.9998)	12	174
17	(6.6793, -5.7319, -3.6098)	(0.0086, -0.0165, 0.0058, -0.9998)	11	185
18	(4.7331, -4.4920, -3.0332)	(0.0085, -0.0163, 0.0060, -0.9998)	12	198
19	(4.7909, -3.7662, -3.3555)	(0.0080, -0.0160, 0.0065, -0.9998)	10	208
20	(5.5865, -4.4365, -3.2758)	(0.0073, -0.0154, 0.0068, -0.9998)	13	221
21	(5.4615, -3.6813, -2.2644)	(0.0069, -0.0152, 0.0068, -0.9998)	10	231
22	(3.2106, -3.6067, -1.9552)	(0.0072, -0.0151, 0.0068, -0.9998)	10	240
23	(2.9029, -2.0607, -1.2046)	(0.0070, -0.0152, 0.0068, -0.9998)	11	251
24	(2.4173, -0.6523, -1.1203)	(0.0069, -0.0152, 0.0070, -0.9998)	12	263
25	(1.4434, -0.7170, -1.2381)	(0.0068, -0.0151, 0.0071, -0.9998)	12	275
26	(2.1147, 0.2158, -0.4095)	(0.0066, -0.0152, 0.0071, -0.9998)	10	285
27	(3.0878, -0.2323, -1.2520)	(0.0062, -0.0152, 0.0073, -0.9998)	12	298
28	(2.7215, 0.0107, -1.1950)	(0.0060, -0.0152, 0.0074, -0.9998)	11	308
29	(2.1141, -0.3416, -0.8819)	(0.0059, -0.0152, 0.0073, -0.9998)	10	319
30	(2.1776, -0.1281, 0.2637)	(0.0056, -0.0152, 0.0073, -0.9998)	11	330
31	(1.6831, -1.9751, -0.4155)	(0.0054, -0.0150, 0.0074, -0.9998)	11	341
32	(1.2605, -0.8605, 0.2834)	(0.0054, -0.0150, 0.0073, -0.9998)	11	352
33	(-1.6617, -1.9430, 0.6173)	(0.0057, -0.0147, 0.0072, -0.9998)	11	363
34	(-1.9663, -3.1030, 0.7735)	(0.0059, -0.0142, 0.0071, -0.9999)	11	375
35	(-2.2124, -2.9654, 1.1940)	(0.0061, -0.0140, 0.0069, -0.9999)	11	386
36	(-1.9047, -4.2283, -0.3543)	(0.0064, -0.0133, 0.0071, -0.9999)	11	397
37	(-2.0884, -4.8333, -0.0292)	(0.0066, -0.0126, 0.0070, -0.9999)	11	408
38	(-1.2365, -6.2032, -1.0311)	(0.0067, -0.0117, 0.0072, -0.9999)	11	419
39	(-0.5657, -5.7552, -0.3159)	(0.0067, -0.0113, 0.0071, -0.9999)	11	430
40	(-1.4193, -5.8233, -0.5540)	(0.0070, -0.0107, 0.0072, -0.9999)	11	441
41	(-1.0548, -8.0825, -0.4959)	(0.0070, -0.0093, 0.0072, -0.9999)	12	453
42	(0.3997, -8.3495, -1.4065)	(0.0067, -0.0085, 0.0075, -0.9999)	11	464
43	(-0.5663, -6.4842, -0.1138)	(0.0069, -0.0082, 0.0072, -0.9999)	12	476
44	(0.2169, -8.4234, 0.3595)	(0.0068, -0.0070, 0.0071, -0.9999)	10	486
45	(0.1549, -7.1512, 0.0861)	(0.0068, -0.0066, 0.0071, -0.9999)	11	497
46	(0.7045, -7.2915, -0.6380)	(0.0067, -0.0058, 0.0073, -0.9999)	11	508
47	(0.2814, -6.4886, -0.2347)	(0.0068, -0.0054, 0.0072, -0.9999)	12	520
48	(-0.2619, -4.9429, -1.9178)	(0.0069, -0.0053, 0.0077, -0.9999)	12	531
49	(0.4658, -4.7574, -1.8029)	(0.0067, -0.0049, 0.0078, -0.9999)	10	542
50	(1.5032, -4.3681, -0.8975)	(0.0064, -0.0045, 0.0078, -0.9999)	11	553
51	(2.1110, -3.3012, -1.9622)	(0.0062, -0.0044, 0.0080, -0.9999)	11	564
52	(1.3796, -1.7418, -0.7248)	(0.0061, -0.0044, 0.0079, -0.9999)	11	575
53	(4.5541, -0.9827, 0.4041)	(0.0052, -0.0042, 0.0078, -0.9999)	12	587
54	(4.0049, -0.3582, 1.0012)	(0.0049, -0.0041, 0.0078, -0.9999)	11	598
55	(5.5286, 0.2041, -0.6583)	(0.0040, -0.0042, 0.0081, -1.0000)	12	610
56	(3.7583, -0.2618, -0.1522)	(0.0041, -0.0041, 0.0080, -1.0000)	10	619
57	(5.6497, 1.0629, -0.4973)	(0.0030, -0.0044, 0.0080, -1.0000)	11	631
58	(5.4667, 1.3121, -0.1943)	(0.0026, -0.0046, 0.0080, -1.0000)	11	641
59	(3.0905, 2.1824, 0.2662)	(0.0028, -0.0048, 0.0080, -1.0000)	12	653
60	(3.2742, 2.5553, 0.4969)	(0.0024, -0.0051, 0.0080, -1.0000)	11	664
61	(3.5196, 1.6298, 0.2171)	(0.0021, -0.0052, 0.0080, -1.0000)	11	675
62	(3.0347, 3.7752, 0.4083)	(0.0017, -0.0059, 0.0079, -0.9999)	13	688
63	(4.0076, 3.0210, -0.3003)	(0.0012, -0.0061, 0.0080, -0.9999)	10	697
64	(4.5577, 3.0974, 0.2413)	(0.0006, -0.0064, 0.0079, -0.9999)	11	709
65	(1.8706, 2.3692, 0.3196)	(0.0009, -0.0064, 0.0078, -0.9999)	11	719
66	(2.4208, 2.1092, 2.0325)	(0.0005, -0.0067, 0.0075, -0.9999)	12	731
67	(1.8156, 4.0228, 2.7796)	(0.0002, -0.0074, 0.0070, -0.9999)	12	743
68	(1.8702, 1.2575, 2.1180)	(0.0001, -0.0071, 0.0071, -1.0000)	10	753
69	(2.0528, 0.4111, 2.4433)	(-0.0001, -0.0071, 0.0067, -1.0000)	13	765
70	(1.0163, 0.2060, 3.9728)	(-0.0002, -0.0071, 0.0062, -1.0000)	10	775
71	(1.5075, -0.8034, 2.4751)	(-0.0003, -0.0070, 0.0062, -1.0000)	11	786
72	(1.0145, -1.0610, 1.8121)	(-0.0004, -0.0069, 0.0061, -1.0000)	11	797
73	(2.6623, -2.9712, 1.2531)	(-0.0009, -0.0063, 0.0058, -1.0000)	12	809
74	(2.2331, -2.6524, 1.7892)	(-0.0010, -0.0062, 0.0056, -1.0000)	10	820
