Using_curved_screen True Player_screen_cm 180 Screen_width_cm 121 Camera1_display 0 Camera2_display 0 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.1 SpeedThreshold 10 StopWinodow 0.1 TargetChangeTime 2 TargetChangeTimeRRange 2 
Line_#	VR_Velocity	VR_Orientation	DeltaTime	TotalTime
0	(2.2347, -1.6711, -5.9822)	(0.0097, 0.0056, -0.0162, 0.9998)	1	3
1	(1.8025, -0.9432, -6.1787)	(0.0098, 0.0057, -0.0169, 0.9998)	5	8
2	(2.4157, -0.5102, -5.7659)	(0.0102, 0.0058, -0.0173, 0.9998)	11	19
3	(0.3416, 0.5035, -3.7094)	(0.0099, 0.0060, -0.0171, 0.9998)	11	30
4	(1.1335, 0.0060, -4.0049)	(0.0102, 0.0059, -0.0176, 0.9998)	11	42
5	(0.7720, -1.3629, -2.9408)	(0.0102, 0.0056, -0.0176, 0.9998)	11	53
6	(0.5343, -1.3916, -1.2978)	(0.0102, 0.0055, -0.0175, 0.9998)	11	64
7	(-0.7404, -2.4158, -0.6613)	(0.0101, 0.0052, -0.0176, 0.9998)	11	75
8	(-1.0444, -1.2872, 0.7699)	(0.0100, 0.0052, -0.0174, 0.9998)	11	86
9	(-1.9611, -1.2233, 1.1374)	(0.0098, 0.0050, -0.0173, 0.9998)	11	97
10	(-1.2266, -1.3376, 1.3778)	(0.0097, 0.0048, -0.0172, 0.9998)	11	108
11	(-1.4670, -2.7765, -0.3487)	(0.0095, 0.0045, -0.0173, 0.9998)	11	119
12	(-0.1924, -1.0650, -0.1467)	(0.0096, 0.0046, -0.0171, 0.9998)	11	130
13	(-0.3721, -1.2685, 1.6199)	(0.0095, 0.0045, -0.0169, 0.9998)	11	141
14	(0.2920, -1.5970, 0.6521)	(0.0096, 0.0043, -0.0169, 0.9998)	11	152
15	(0.7245, -2.5679, 0.7276)	(0.0096, 0.0040, -0.0168, 0.9998)	11	163
16	(-0.4942, -1.2293, 0.7671)	(0.0095, 0.0040, -0.0168, 0.9998)	11	175
17	(-0.9779, -1.8132, 1.8786)	(0.0094, 0.0037, -0.0165, 0.9998)	11	186
18	(0.2395, -2.1652, 2.4885)	(0.0096, 0.0035, -0.0162, 0.9998)	11	197
19	(0.3607, -2.2788, 2.7936)	(0.0095, 0.0033, -0.0159, 0.9998)	11	208
20	(-0.0014, -1.4127, 3.4465)	(0.0095, 0.0033, -0.0156, 0.9998)	11	219
21	(-0.3697, -1.3058, 2.8391)	(0.0094, 0.0031, -0.0154, 0.9998)	11	230
22	(-0.8527, -2.7589, 3.1730)	(0.0092, 0.0027, -0.0150, 0.9998)	11	241
23	(-2.5659, -1.2493, 2.6614)	(0.0088, 0.0027, -0.0149, 0.9998)	11	253
24	(-2.4443, -1.5530, 2.9074)	(0.0085, 0.0025, -0.0146, 0.9999)	11	264
25	(-3.5377, -2.3489, 2.6864)	(0.0080, 0.0021, -0.0144, 0.9999)	11	275
26	(-4.0937, -0.7242, 1.8658)	(0.0075, 0.0024, -0.0143, 0.9999)	11	286
27	(-4.7628, -1.1420, 2.1794)	(0.0069, 0.0022, -0.0141, 0.9999)	11	297
28	(-4.5797, 0.5392, 4.2730)	(0.0064, 0.0025, -0.0133, 0.9999)	11	308
29	(-4.2778, 0.2698, 2.8760)	(0.0062, 0.0025, -0.0134, 0.9999)	11	319
30	(-4.3978, 0.7098, 3.6627)	(0.0056, 0.0027, -0.0129, 0.9999)	11	331
31	(-3.4248, 0.7572, 2.8637)	(0.0056, 0.0028, -0.0130, 0.9999)	11	342
32	(-3.2417, 0.3117, 2.0827)	(0.0054, 0.0028, -0.0128, 0.9999)	11	353
33	(-1.7186, 0.9804, 1.9446)	(0.0054, 0.0029, -0.0127, 0.9999)	11	364
34	(-2.2017, 0.2813, 3.2987)	(0.0051, 0.0028, -0.0122, 0.9999)	11	375
35	(-1.5953, -0.4817, 1.5447)	(0.0050, 0.0027, -0.0123, 0.9999)	11	386
36	(-3.3046, -0.5581, 1.0078)	(0.0044, 0.0026, -0.0122, 0.9999)	11	397
37	(-6.1080, -1.1215, 0.2380)	(0.0030, 0.0025, -0.0122, 0.9999)	11	408
